Datetime,Open,High,Low,Close
2024-03-11 08:15:00+00:00,71301.7734375,71607.515625,71142.0078125,71588.8671875
2024-03-11 08:30:00+00:00,71516.3046875,71516.3046875,71177.3359375,71199.5234375
2024-03-11 08:45:00+00:00,71183.8828125,71331.5,71101.03125,71193.75
2024-03-11 09:00:00+00:00,71193.9375,71458.8203125,71193.9375,71449.46875
2024-03-11 09:15:00+00:00,71469.9609375,71636.046875,71413.6953125,71585.5859375
2024-03-11 09:30:00+00:00,71618.7890625,71736.453125,71533.5859375,71533.5859375
2024-03-11 09:45:00+00:00,71516.5859375,71778.7109375,71516.5859375,71778.7109375
2024-03-11 10:00:00+00:00,71782.3125,71782.53125,71621.921875,71782.53125
2024-03-11 10:15:00+00:00,71691.9609375,71805.0234375,71691.9609375,71738.390625
2024-03-11 10:30:00+00:00,71722.1484375,71726.2421875,71603.5703125,71603.5703125
2024-03-11 10:45:00+00:00,71608.609375,71745.6640625,71488.7109375,71488.7109375
2024-03-11 11:00:00+00:00,71500.046875,71659.171875,71500.046875,71641.9765625
2024-03-11 11:15:00+00:00,71679.03125,71788.796875,71637.3984375,71637.3984375
2024-03-11 11:30:00+00:00,71593.6875,71987.140625,71561.6953125,71964.21875
2024-03-11 11:45:00+00:00,72030.7265625,72217.765625,71478.6171875,71567.53125
2024-03-11 12:00:00+00:00,71533.5625,71775.1640625,71482.546875,71636.4453125
2024-03-11 12:15:00+00:00,71685.0625,71958.828125,71512875,71958.828125
2024-03-11 12:30:00+00:00,71965.8984375,72188.8671875,71965.8984375,71996.6953125
2024-03-11 12:45:00+00:00,72006.484375,72075.953125,71848.890625,71952.421875
2024-03-11 13:00:00+00:00,71984.234375,71987.1171875,71840.9609375,71987.1171875
2024-03-11 13:15:00+00:00,71960.3046875,72361.890625,71960.3046875,72173.265625
2024-03-11 13:30:00+00:00,72226.453125,72284.5078125,71645.46875,71736.9140625
2024-03-11 13:45:00+00:00,71878.453125,71928875,71447.3203125,71540875
2024-03-11 14:00:00+00:00,71514.09375,72075.609375,71514.09375,72075.609375
2024-03-11 14:15:00+00:00,72278.4296875,72344.71875,72069.1875,72153.34375
2024-03-11 14:30:00+00:00,72160.5625,72165.046875,71874.5,72000.890625
2024-03-11 14:45:00+00:00,71958.78125,72224.3984375,71958.78125,72219.859375
2024-03-11 15:00:00+00:00,72205.8203125,72500.703125,72098.984375,72442.8203125
2024-03-11 15:15:00+00:00,72481.1328125,72506.1015625,72281375,72456.1328125
2024-03-11 15:30:00+00:00,72475.2421875,72681.8203125,72322.96875,72351.2890625
2024-03-11 15:45:00+00:00,72402.6875,72402.6875,72109.8515625,72109.8515625
2024-03-11 16:00:00+00:00,72071.0859375,72359.5859375,71886.0078125,72359.5859375
2024-03-11 16:15:00+00:00,72385.7890625,72530.8203125,72259375,72476.234375
2024-03-11 16:30:00+00:00,72496.03125,72616.3984375,72424.6875,72585.8828125
2024-03-11 16:45:00+00:00,72600.84375,72605.6640625,72433.4453125,72605.6640625
2024-03-11 17:00:00+00:00,72583.1640625,72583.1640625,72318.421875,72332.6953125
2024-03-11 17:15:00+00:00,72285375,72517875,72285375,72369.96875
2024-03-11 17:30:00+00:00,72390.28125,72523.1953125,72383.4296875,72465.4921875
2024-03-11 17:45:00+00:00,72488.84375,72572.3203125,72472.1796875,72511.4140625
2024-03-11 18:00:00+00:00,72537.9765625,72537.9765625,72319.984375,72319.984375
2024-03-11 18:15:00+00:00,72290.015625,72642.09375,72290.015625,72620.4765625
2024-03-11 18:30:00+00:00,72577.96875,72577.96875,72318.25,72318.25
2024-03-11 18:45:00+00:00,72347.4296875,72506.765625,72347.4296875,72506.765625
2024-03-11 19:00:00+00:00,72526.40625,72778.7578125,72516.75,72710.234375
2024-03-11 19:15:00+00:00,72738.1875,72841375,72444.2265625,72444.2265625
2024-03-11 19:30:00+00:00,72499.671875,72499.671875,72086.6328125,72236.8984375
2024-03-11 19:45:00+00:00,72279.2109375,72279.2109375,71918.234375,71918.234375
2024-03-11 20:00:00+00:00,72002.5859375,72223.8046875,71991.4609375,72120.0
2024-03-11 20:15:00+00:00,72116.1875,72230.921875,72108.921875,72230.921875
2024-03-11 20:30:00+00:00,72235.2109375,72295.4765625,72139.75,72157.46875
2024-03-11 20:45:00+00:00,72168.8125,72168.8125,72050.2109375,72084.5
2024-03-11 21:00:00+00:00,72106.2578125,72126.3828125,72090.8125,72117.09375
2024-03-11 21:15:00+00:00,72117.9375,72397.765625,72103.15625,72397.765625
2024-03-11 21:30:00+00:00,72419.96875,72425.2421875,72311.2890625,72420.234375
2024-03-11 21:45:00+00:00,72414.0546875,72552.53125,72318.9609375,72552.53125
2024-03-11 22:00:00+00:00,72541.9765625,72609.65625,72440.640625,72603375
2024-03-11 22:15:00+00:00,72605.828125,72716.6015625,72605.828125,72661.5625
2024-03-11 22:30:00+00:00,72674.9140625,72674.9140625,72540.7578125,72564.59375
2024-03-11 22:45:00+00:00,72584.421875,72600.9296875,72454.546875,72454.546875
2024-03-11 23:00:00+00:00,72453.3671875,72453.3671875,72346.5546875,72353.75
2024-03-11 23:15:00+00:00,72359.546875,72364.3984375,72193.1875,72311.390625
2024-03-11 23:30:00+00:00,72315.8203125,72315.8203125,72143.046875,72197.6953125
2024-03-11 23:45:00+00:00,72181.1953125,72196.0703125,72101.28125,72127.34375
2024-03-12 00:00:00+00:00,72098.984375,72335.4921875,72098.984375,72263.28125
2024-03-12 00:15:00+00:00,72234.2265625,72296.1953125,72148.1796875,72148.1796875
2024-03-12 00:30:00+00:00,72144.0625,72332125,72144.0625,72327.546875
2024-03-12 00:45:00+00:00,72286.6328125,72286.6328125,72032.5625,72032.5625
2024-03-12 01:00:00+00:00,72026.2109375,72288.3203125,71938.0234375,72288.3203125
2024-03-12 01:15:00+00:00,72271.609375,72334.578125,72232.3515625,72320.828125
2024-03-12 01:30:00+00:00,72283.09375,72389.7421875,72225.0390625,72375.359375
2024-03-12 01:45:00+00:00,72394.5859375,72460.3046875,72359.359375,72450.0
2024-03-12 02:00:00+00:00,72458375,72458375,72276.03125,72299.6328125
2024-03-12 02:15:00+00:00,72294.046875,72297.90625,72222.1953125,72292.0703125
2024-03-12 02:30:00+00:00,72313.828125,72341.1796875,72163.265625,72202.3671875
2024-03-12 02:45:00+00:00,72201.8046875,72242.5,72161.6640625,72173875
2024-03-12 03:00:00+00:00,72190.6484375,72225.09375,72043.8671875,72081.421875
2024-03-12 03:15:00+00:00,72094.4296875,72094.4296875,71543.7421875,71747.40625
2024-03-12 03:30:00+00:00,71705.1953125,71798.8828125,71581.6953125,71709.609375
2024-03-12 03:45:00+00:00,71757.8515625,71757.8515625,71529.78125,71604.109375
2024-03-12 04:00:00+00:00,71626125,71749.640625,71339.359375,71749.640625
2024-03-12 04:15:00+00:00,71745.9140625,72031.484375,71745.9140625,71982.2109375
2024-03-12 04:30:00+00:00,71943.609375,71984.890625,71799.8203125,71821.5859375
2024-03-12 04:45:00+00:00,71835.9609375,72036.796875,71798.3203125,71811.171875
2024-03-12 05:00:00+00:00,71804.6796875,72010.8828125,71716.921875,71947.859375
2024-03-12 05:15:00+00:00,71956.703125,72021.765625,71913.0703125,71913.0703125
2024-03-12 05:30:00+00:00,71904.6171875,71933.359375,71808.171875,71906.9296875
2024-03-12 05:45:00+00:00,71914.6015625,72030.4296875,71835.4765625,72030.4296875
2024-03-12 06:00:00+00:00,71983.25,71983.25,71761125,71778.2421875
2024-03-12 06:15:00+00:00,71773.578125,71788.71875,71553.3125,71575.7265625
2024-03-12 06:30:00+00:00,71551.046875,71687.0859375,71505.5625,71685.3984375
2024-03-12 06:45:00+00:00,71693.671875,72251.40625,71693.671875,72231.28125
2024-03-12 07:00:00+00:00,72269.1328125,72286.9765625,72070.546875,72254.9453125
2024-03-12 07:15:00+00:00,72183.7890625,72325.2421875,72143.8515625,72151.5390625
2024-03-12 07:30:00+00:00,72145.734375,72178.5234375,72063.65625,72091.2109375
2024-03-12 07:45:00+00:00,72143.265625,72243625,72058.6328125,72155.7421875
2024-03-12 08:00:00+00:00,72151.265625,72178.4609375,71760.5078125,71760.5078125
2024-03-12 08:15:00+00:00,71672.703125,71835.6015625,71472.765625,71472.765625
2024-03-12 08:30:00+00:00,71612.4296875,71792.2578125,71612.4296875,71651.421875
2024-03-12 08:45:00+00:00,71684.0390625,71825.03125,71653.59375,71676.1015625
2024-03-12 09:00:00+00:00,71670.0234375,71888.8203125,71670.0234375,71888.8203125
2024-03-12 09:15:00+00:00,71896.640625,72049.4921875,71896.640625,72021.921875
2024-03-12 09:30:00+00:00,72010.3125,72021.9921875,71913.0859375,72021.9921875
2024-03-12 09:45:00+00:00,72030.3046875,72071375,71881.328125,71927.8828125
2024-03-12 10:00:00+00:00,71958.171875,71960.453125,71829.6796875,71835.1328125
2024-03-12 10:15:00+00:00,71820.3984375,71820.3984375,71655.78125,71714.703125
2024-03-12 10:30:00+00:00,71708.046875,71870.09375,71708.046875,71866.5546875
2024-03-12 10:45:00+00:00,71889.59375,71992375,71831.4453125,71848.1796875
2024-03-12 11:00:00+00:00,71852.6484375,72173.0625,71852.6484375,72133.1796875
2024-03-12 11:15:00+00:00,72127.3359375,72323.5234375,72067.546875,72091.5625
2024-03-12 11:30:00+00:00,72064.515625,72246.171875,72064.515625,72115.734375
2024-03-12 11:45:00+00:00,72138.34375,72138.34375,72045.9296875,72071.8203125
2024-03-12 12:00:00+00:00,72058375,72142.96875,71928.7109375,71941.8515625
2024-03-12 12:15:00+00:00,71935.7578125,71935.7578125,71664.78125,71676.953125
2024-03-12 12:30:00+00:00,71659.359375,72209.328125,71659.359375,72178.234375
2024-03-12 12:45:00+00:00,72071.7734375,72226.921875,71995.0703125,72226.921875
2024-03-12 13:00:00+00:00,72203.40625,72220.4375,71970.59375,72220.4375
2024-03-12 13:15:00+00:00,72235.6015625,72286.6015625,72097.6484375,72286.6015625
2024-03-12 13:30:00+00:00,72294.578125,72305.0078125,71804.7265625,71877.8046875
2024-03-12 13:45:00+00:00,71837.9375,72250.25,71737.5859375,72250.25
2024-03-12 14:00:00+00:00,72286.515625,72825.65625,71863.3828125,71863.3828125
2024-03-12 14:15:00+00:00,71798.5,72166.84375,71726.4375,72166.84375
2024-03-12 14:30:00+00:00,72113.1015625,72208.5078125,71750.71875,71774.2734375
2024-03-12 14:45:00+00:00,71835.578125,71989.5625,71739.734375,71739.734375
2024-03-12 15:00:00+00:00,71666.8984375,71940.109375,71150.765625,71934.1484375
2024-03-12 15:15:00+00:00,71940.8203125,72020.390625,71875.234375,71987.2578125
2024-03-12 15:30:00+00:00,72012.828125,72064125,71871.7890625,71910125
2024-03-12 15:45:00+00:00,71896.0078125,71916.5390625,71673.359375,71673.359375
2024-03-12 16:00:00+00:00,71709.4765625,71801.90625,71412.2109375,71438.140625
2024-03-12 16:15:00+00:00,71423.9296875,71423.9296875,70512.6953125,70775.3984375
2024-03-12 16:30:00+00:00,70574.5078125,70771.9453125,70126.5625,70540.0625
2024-03-12 16:45:00+00:00,70473.046875,70703.3203125,70473.046875,70525.9453125
2024-03-12 17:00:00+00:00,70503.9765625,70567.109375,69740375,69992.328125
2024-03-12 17:15:00+00:00,69800.6953125,69849.5,68919.1015625,69374.25
2024-03-12 17:30:00+00:00,69210.078125,70208.65625,69210.078125,70208.65625
2024-03-12 17:45:00+00:00,70172.109375,70747.34375,70172.109375,70710.953125
2024-03-12 18:00:00+00:00,71087.5,71244.4921875,70714.8046875,70714.8046875
2024-03-12 18:15:00+00:00,70678.71875,71063.5390625,70634.8125,70801.4765625
2024-03-12 18:30:00+00:00,70819.7109375,71248.40625,70819.7109375,71157.4609375
2024-03-12 18:45:00+00:00,71171.2578125,71458375,71163.4453125,71385.1484375
2024-03-12 19:00:00+00:00,71393.09375,71640.1875,71240.7734375,71574.8671875
2024-03-12 19:15:00+00:00,71580.6875,71640.0390625,71413.3046875,71456.484375
2024-03-12 19:30:00+00:00,71439625,71576.6875,71439625,71538.0078125
2024-03-12 19:45:00+00:00,71549.6171875,71597.453125,71344.953125,71372.1328125
2024-03-12 20:00:00+00:00,71393.859375,71393.859375,71063.8359375,71148.015625
2024-03-12 20:15:00+00:00,71205.5625,71230.4140625,70839.25,70839.25
2024-03-12 20:30:00+00:00,70924.8515625,71145.8203125,70701.4140625,71145.8203125
2024-03-12 20:45:00+00:00,71118.0078125,71129.6484375,70865.59375,71027.8828125
2024-03-12 21:00:00+00:00,71053.0859375,71055.2578125,70743.3984375,70871.5078125
2024-03-12 21:15:00+00:00,70896.359375,70896.359375,70704.15625,70880.8828125
2024-03-12 21:30:00+00:00,70857.0,71132.328125,70755.0234375,71132.328125
2024-03-12 21:45:00+00:00,71091.0,71091.0,70978.7578125,70978.7578125
2024-03-12 22:00:00+00:00,70799875,71100.5234375,70744.109375,71100.5234375
2024-03-12 22:15:00+00:00,71081875,71152.0546875,70971.6953125,70971.6953125
2024-03-12 22:30:00+00:00,70963.2890625,71213.6015625,70878.3671875,71213.6015625
2024-03-12 22:45:00+00:00,71266.265625,71266.265625,71166.015625,71182.1640625
2024-03-12 23:00:00+00:00,71172.0703125,71173.2421875,71060.421875,71123.8515625
2024-03-12 23:15:00+00:00,71148.6953125,71433.75,71148.6953125,71433.75
2024-03-12 23:30:00+00:00,71461.765625,71511.40625,71405.8984375,71446125
2024-03-12 23:45:00+00:00,71414.2578125,71498.7890625,71372.96875,71455.53125
2024-03-13 00:00:00+00:00,71471.5234375,71694.859375,71390.8984375,71468.5625
2024-03-13 00:15:00+00:00,71435.0234375,71478.0078125,71358.9765625,71414.953125
2024-03-13 00:30:00+00:00,71399.3515625,71551.4453125,71359.53125,71507.8359375
2024-03-13 00:45:00+00:00,71505.359375,71655.890625,71466.703125,71466.703125
2024-03-13 01:00:00+00:00,71424.6640625,71503.3515625,71420.640625,71452.6484375
2024-03-13 01:15:00+00:00,71394.34375,71639.0234375,71388.984375,71635.203125
2024-03-13 01:30:00+00:00,71759.4296875,72075.453125,71759.4296875,71860.46875
2024-03-13 01:45:00+00:00,71856.90625,72023.0546875,71840.1015625,72023.0546875
2024-03-13 02:00:00+00:00,72019.015625,72032.046875,71895.6171875,72008.5703125
2024-03-13 02:15:00+00:00,71988.6328125,72034.9140625,71899.1484375,71914.71875
2024-03-13 02:30:00+00:00,71899375,71972.4921875,71891.4375,71917.8125
2024-03-13 02:45:00+00:00,71906.4296875,72015.9375,71906.4296875,71993625
2024-03-13 03:00:00+00:00,71999.7421875,72102.8359375,71913.0390625,71971.8828125
2024-03-13 03:15:00+00:00,72007.71875,72196.46875,72007.71875,72097.75
2024-03-13 03:30:00+00:00,72077.109375,72077.109375,71942.40625,72033.9453125
2024-03-13 03:45:00+00:00,72039.0078125,72136.8828125,72020375,72053.1640625
2024-03-13 04:00:00+00:00,72057.0234375,72091.0546875,71944.265625,72091.0546875
2024-03-13 04:15:00+00:00,72101.109375,72187.3515625,72069.2265625,72087.703125
2024-03-13 04:30:00+00:00,72084.96875,72200.609375,72079125,72200.609375
2024-03-13 04:45:00+00:00,72191.2421875,72208.0234375,72163.8046875,72189.6484375
2024-03-13 05:00:00+00:00,72205.015625,72205.015625,72113.8359375,72118.484375
2024-03-13 05:15:00+00:00,72115.7109375,72170.4609375,72044.8671875,72128.4453125
2024-03-13 05:30:00+00:00,72141.6015625,72151.09375,72111375,72151.09375
2024-03-13 05:45:00+00:00,72160.140625,72215.1953125,72142.2109375,72194.90625
2024-03-13 06:00:00+00:00,72186.25,72267.0078125,72127.8203125,72267.0078125
2024-03-13 06:15:00+00:00,72278.0546875,72482.9921875,72278.0546875,72461.3125
2024-03-13 06:30:00+00:00,72416.25,72700.4609375,72416.25,72628.71875
2024-03-13 06:45:00+00:00,72579.671875,72672.4453125,72498.0234375,72672.4453125
2024-03-13 07:00:00+00:00,72701.3515625,73015.9765625,72676.1875,72943.4609375
2024-03-13 07:15:00+00:00,73030.3046875,73105.5234375,72918.8203125,72931.9296875
2024-03-13 07:30:00+00:00,72927.65625,72988.984375,72827.4609375,72908.0703125
2024-03-13 07:45:00+00:00,72917.6171875,73004.4453125,72800.25,72857.640625
2024-03-13 08:00:00+00:00,72889.5390625,73330.4140625,72889.5390625,73272.5859375
2024-03-13 08:15:00+00:00,73246.9140625,73626.0390625,73178.203125,73626.0390625
2024-03-13 08:30:00+00:00,73537.3359375,73607.53125,73347.796875,73544.3125
2024-03-13 08:45:00+00:00,73561.3984375,73635.171875,73435.2265625,73454.90625
2024-03-13 09:00:00+00:00,73474.96875,73616.0703125,73474.4609375,73604.3671875
2024-03-13 09:15:00+00:00,73634.4375,73634.4375,73422.9609375,73501.4921875
2024-03-13 09:30:00+00:00,73501.53125,73501.53125,73326.8359375,73432.09375
2024-03-13 09:45:00+00:00,73407.34375,73454.34375,73193.5546875,73305.5
2024-03-13 10:00:00+00:00,73323.9140625,73325.75,73221.2109375,73311.7421875
2024-03-13 10:15:00+00:00,73400.3671875,73417.09375,73231.4296875,73259.796875
2024-03-13 10:30:00+00:00,73279.453125,73300.0390625,73170.828125,73170.828125
2024-03-13 10:45:00+00:00,73179.640625,73316.2265625,73179.640625,73279.40625
2024-03-13 11:00:00+00:00,73284.453125,73453.5234375,73267.8359375,73449.0625
2024-03-13 11:15:00+00:00,73475.4453125,73475.4453125,73290.5625,73290.5625
2024-03-13 11:30:00+00:00,73273.796875,73292.3984375,73199.84375,73239.6015625
2024-03-13 11:45:00+00:00,73251.75,73290.4140625,73113.1328125,73142.53125
2024-03-13 12:00:00+00:00,73106.7109375,73216.5390625,73106.7109375,73213.8046875
2024-03-13 12:15:00+00:00,73213.234375,73213.6640625,73080.7109375,73080.7109375
2024-03-13 12:30:00+00:00,73016.765625,73019.984375,72552.265625,72761.9765625
2024-03-13 12:45:00+00:00,72749.6953125,73018.3203125,72742.1484375,72944.4609375
2024-03-13 13:00:00+00:00,72850.1875,73059.421875,72749.3828125,72928.421875
2024-03-13 13:15:00+00:00,72969.8203125,73004.265625,72713.4921875,72713.4921875
2024-03-13 13:30:00+00:00,72751.9140625,72789.71875,72395.328125,72614.4765625
2024-03-13 13:45:00+00:00,72603.9921875,72603.9921875,71720.1875,71897.0
2024-03-13 14:00:00+00:00,72194.4921875,72869.3203125,72194.4921875,72771.484375
2024-03-13 14:15:00+00:00,72714.1875,72788.421875,72556.90625,72627.4140625
2024-03-13 14:30:00+00:00,72631.7890625,72631.7890625,72299.5546875,72608.328125
2024-03-13 14:45:00+00:00,72626.5859375,72626.5859375,72272.390625,72389.984375
2024-03-13 15:00:00+00:00,72414375,72602.328125,72370.9453125,72602.328125
2024-03-13 15:15:00+00:00,72691.4765625,73103.8359375,72683.0703125,72689.671875
2024-03-13 15:30:00+00:00,72740.140625,72944.9375,72726.984375,72857.9375
2024-03-13 15:45:00+00:00,72866.6328125,72866.6328125,72521.8828125,72731.75
2024-03-13 16:00:00+00:00,72722.0390625,72722.0390625,72440.2421875,72440.2421875
2024-03-13 16:15:00+00:00,72457.390625,72788.0078125,72457.390625,72788.0078125
2024-03-13 16:30:00+00:00,72796.8203125,72821.84375,72658.5,72793.40625
2024-03-13 16:45:00+00:00,72810.96875,73016.9375,72784.34375,73016.9375
2024-03-13 17:00:00+00:00,73053.9296875,73214.796875,72948.421875,72948.421875
2024-03-13 17:15:00+00:00,73000.2265625,73000.2265625,72823.640625,72912.8515625
2024-03-13 17:30:00+00:00,72870.75,72984.3046875,72790.6953125,72966.8046875
2024-03-13 17:45:00+00:00,72964.6875,73046.5390625,72881.1640625,72912.8359375
2024-03-13 18:00:00+00:00,72904.21875,72974.5078125,72875.109375,72932.9453125
2024-03-13 18:15:00+00:00,72967.4921875,73059.7734375,72827.984375,73059.7734375
2024-03-13 18:30:00+00:00,73072.5,73301.4375,73069.796875,73141.2578125
2024-03-13 18:45:00+00:00,73148.5,73263.2265625,73139.8125,73165.2734375
2024-03-13 19:00:00+00:00,73208.8984375,73287.2734375,73136.9765625,73220.40625
2024-03-13 19:15:00+00:00,73223.25,73240.734375,72890.6875,72890.6875
2024-03-13 19:30:00+00:00,72869.671875,73026.6796875,72869.671875,73001.6171875
2024-03-13 19:45:00+00:00,72934.953125,73273.96875,72920.8359375,73273.96875
2024-03-13 20:00:00+00:00,73444.828125,73458.828125,73182.9140625,73458.828125
2024-03-13 20:15:00+00:00,73492.265625,73492.265625,73266.796875,73289.484375
2024-03-13 20:30:00+00:00,73244.578125,73244.578125,73036.8046875,73090.6875
2024-03-13 20:45:00+00:00,73071.796875,73295.3203125,73025.0703125,73194.8984375
2024-03-13 21:00:00+00:00,73148.03125,73304.6015625,73148.03125,73281.0703125
2024-03-13 21:15:00+00:00,73266.1953125,73266.1953125,73034.0546875,73080.5703125
2024-03-13 21:30:00+00:00,73090.1328125,73383.734375,73040.453125,73235.3671875
2024-03-13 21:45:00+00:00,73216.171875,73293.890625,73133.0390625,73285.5
2024-03-13 22:00:00+00:00,73300.9140625,73307.5390625,73147.328125,73194125
2024-03-13 22:15:00+00:00,73192.2421875,73261.78125,73119.1328125,73119.1328125
2024-03-13 22:30:00+00:00,73069.7890625,73069.7890625,72899.40625,72899.40625
2024-03-13 22:45:00+00:00,72931.8984375,73009.7734375,72888.21875,73009.7734375
2024-03-13 23:00:00+00:00,72993.5625,73135.453125,72949.4453125,73135.453125
2024-03-13 23:15:00+00:00,73140.5546875,73140.5546875,72969.109375,72973.3515625
2024-03-13 23:30:00+00:00,72983.0625,73111.484375,72960.4921875,73109.9140625
2024-03-13 23:45:00+00:00,73096.640625,73135.3046875,73046.640625,73104.5
2024-03-14 00:00:00+00:00,73103.578125,73103.578125,72993.3671875,73016.0703125
2024-03-14 00:15:00+00:00,73017.5703125,73181.7109375,73012.6640625,73113.2578125
2024-03-14 00:30:00+00:00,73090.046875,73090.046875,72907.8046875,72946.7734375
2024-03-14 00:45:00+00:00,72938.4609375,72992.3203125,72801.21875,72874.265625
2024-03-14 01:00:00+00:00,72866.671875,72866.671875,72656.015625,72714375
2024-03-14 01:15:00+00:00,72732.765625,72799.75,72731.6328125,72745.328125
2024-03-14 01:30:00+00:00,72763.828125,72807.2734375,72566.8515625,72703.1484375
2024-03-14 01:45:00+00:00,72739.71875,72959.8515625,72711.34375,72959.8515625
2024-03-14 02:00:00+00:00,72959.6328125,72964.796875,72849.640625,72849.640625
2024-03-14 02:15:00+00:00,72919.3984375,73115.0859375,72853.7578125,73115.0546875
2024-03-14 02:30:00+00:00,73126.046875,73222.6015625,73102.3359375,73177.3203125
2024-03-14 02:45:00+00:00,73142.0234375,73142.0234375,72997.0,73035.34375
2024-03-14 03:00:00+00:00,73052.59375,73203.0546875,73052.59375,73202.96875
2024-03-14 03:15:00+00:00,73206.578125,73308.1640625,73184.46875,73286.296875
2024-03-14 03:30:00+00:00,73283.4765625,73285.640625,73203.3359375,73259.4296875
2024-03-14 03:45:00+00:00,73253.4609375,73288.9375,73220.5546875,73270.1953125
2024-03-14 04:00:00+00:00,73286.3359375,73641.046875,73273.0703125,73641.046875
2024-03-14 04:15:00+00:00,73600.3515625,73600.3515625,73413.5859375,73413.5859375
2024-03-14 04:30:00+00:00,73353.1328125,73353.1328125,72886.8046875,72891.5859375
2024-03-14 04:45:00+00:00,72951.8984375,73016.609375,72756.4140625,73011.5390625
2024-03-14 05:00:00+00:00,73006.5,73075.96875,72825375,72832.390625
2024-03-14 05:15:00+00:00,72800.359375,73009.0390625,72800.359375,72978.671875
2024-03-14 05:30:00+00:00,72974.2578125,73070.109375,72974.2578125,73049.328125
2024-03-14 05:45:00+00:00,73043.1171875,73164.1953125,73043.1171875,73164.1953125
2024-03-14 06:00:00+00:00,73173.265625,73370.15625,73168.578125,73366.46875
2024-03-14 06:15:00+00:00,73384.9921875,73565.2421875,73352.6171875,73565.2421875
2024-03-14 06:30:00+00:00,73581.6796875,73588.3515625,73277.2265625,73525.2265625
2024-03-14 06:45:00+00:00,73537.1640625,73573.90625,73401.9765625,73573.90625
2024-03-14 07:00:00+00:00,73592.609375,73749.53125,73452.8125,73452.8125
2024-03-14 07:15:00+00:00,73471.984375,73471.984375,73330.5546875,73330.5546875
2024-03-14 07:30:00+00:00,73325.7734375,73363.03125,73218.3046875,73363.03125
2024-03-14 07:45:00+00:00,73359.203125,73359.203125,73155.71875,73224.296875
2024-03-14 08:00:00+00:00,73249.78125,73436.484375,73249.78125,73368.4453125
2024-03-14 08:15:00+00:00,73357.734375,73527.609375,73343.6015625,73527.609375
2024-03-14 08:30:00+00:00,73544.953125,73569.453125,73409.4375,73426.640625
2024-03-14 08:45:00+00:00,73426.609375,73474.171875,73389.1796875,73396.46875
2024-03-14 09:00:00+00:00,73362.953125,73518.7578125,73346.0625,73475.8359375
2024-03-14 09:15:00+00:00,73477.6796875,73479.2734375,73391.8359375,73442.7265625
2024-03-14 09:30:00+00:00,73453.2421875,73453.8515625,73233.53125,73283.421875
2024-03-14 09:45:00+00:00,73311.9609375,73396.21875,73212.578125,73396.21875
2024-03-14 10:00:00+00:00,73355.140625,73360.1640625,73159.9765625,73159.9765625
2024-03-14 10:15:00+00:00,73040.703125,73225.078125,73040.703125,73225.078125
2024-03-14 10:30:00+00:00,73250.6484375,73261.609375,73126.515625,73126.515625
